City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,Ugoofaaru,5.6667,73.0,81.99,82,99,17.94,MV,1684189551
353,Prince Rupert,54.3161,-130.3201,73.49,50,0,11.5,CA,1684189551
354,Darwin,-12.4611,130.8418,75.18,94,0,3.44,AU,1684189480
355,Igrim,63.1906,64.4162,36.91,79,14,4.12,RU,1684189552
356,Khāsh,28.2211,61.2158,74.75,10,91,4.12,IR,1684189552
357,Aldan,58.6031,125.3894,33.48,100,100,2.15,RU,1684189552
358,Jingdezhen,29.2947,117.2079,68.5,80,100,2.48,CN,1684189552
359,Norden,53.6,7.2,49.98,80,100,19.75,DE,1684189552
360,Belmonte,-15.8631,-38.8828,76.1,85,4,4.05,BR,1684189553
361,Tôlanaro,-25.0319,46.9987,69.87,94,0,4.61,MG,1684189553
362,Mbekenyera,-10.0,38.9833,68.86,93,30,2.77,TZ,1684189553
363,Ndjolé,-0.1783,10.7649,76.44,98,86,0.72,GA,1684189553
364,Grand Falls-Windsor,48.9332,-55.6649,48.51,61,99,4.0,CA,1684189554
365,Al Mijlad,11.0333,27.7333,90.46,12,6,4.25,SD,1684189554
366,Chonchi,-42.6128,-73.8092,54.61,93,100,7.67,CL,1684189554
367,Kachug,53.9606,105.8817,35.67,51,80,2.91,RU,1684189554
368,Lata,40.1629,-8.3327,61.92,85,100,1.32,PT,1684189554
369,Chancay,-11.5714,-77.2672,70.61,79,28,6.93,PE,1684189555
370,Parksville,49.3163,-124.3195,93.72,27,0,8.05,CA,1684189451
371,Masterton,-40.9597,175.6575,50.88,91,88,4.83,NZ,1684189555
372,Wanning,18.8003,110.3967,77.56,92,100,8.08,CN,1684189556
373,Murzuk,25.9155,13.9184,75.76,13,0,19.51,LY,1684189556
374,Novodvinsk,64.4165,40.8122,53.74,63,56,4.52,RU,1684189556
375,Chibougamau,49.9168,-74.3659,55.02,58,75,17.27,CA,1684189556
376,Ceelbuur,4.685,46.6176,79.54,67,95,14.63,SO,1684189556
377,São Bartolomeu de Messines,37.2602,-8.2867,68.02,71,6,11.01,PT,1684189557
378,Slave Lake,55.2834,-114.769,85.98,25,0,12.66,CA,1684189545
379,Tofol,5.3248,163.0078,85.78,74,75,3.44,FM,1684189557
380,Charters Towers,-20.1,146.2667,68.63,67,98,6.73,AU,1684189271
381,Andergrove,-21.0833,149.1833,71.65,81,89,7.16,AU,1684189557
382,Singleton,-32.5667,151.1833,56.98,94,100,2.46,AU,1684189558
383,Madalena,41.2162,-8.3345,64.45,65,100,4.65,PT,1684189558
384,Banda Aceh,5.5577,95.3222,79.97,78,85,10.13,ID,1684189558
385,Bouarfa,32.53,-1.95,61.95,22,0,12.35,MA,1684189558
386,Geraldton,-28.7667,114.6,52.21,71,3,12.66,AU,1684189559
387,Burang,30.25,81.1667,25.99,69,14,1.52,CN,1684189559
388,Alofi,-19.0595,-169.9187,73.29,88,100,6.91,NU,1684189559
389,Kolonia Town,6.964,158.206,84.2,84,100,4.61,FM,1684189559
390,Bubaque,11.2833,-15.8333,79.9,72,100,17.52,GW,1684189559
391,Sena Madureira,-9.0656,-68.6569,79.83,79,99,2.48,BR,1684189560
392,Aksay,51.1678,52.995,53.02,56,94,9.01,KZ,1684189560
393,Ribeira Brava,32.65,-17.0667,69.01,78,52,5.84,PT,1684189560
394,Mossel Bay,-34.1831,22.146,49.93,71,22,1.92,ZA,1684189265
395,Necochea,-38.5473,-58.7368,60.76,65,36,10.11,AR,1684189560
396,Oruro,-17.9833,-67.15,48.2,53,55,18.92,BO,1684189561
397,Hirara,24.8,125.2833,73.67,83,95,5.75,JP,1684189561
398,Chiang Khong,20.2613,100.4046,69.57,99,70,0.43,TH,1684189561
399,Cody,44.5263,-109.0565,66.65,54,75,0.0,US,1684189561
400,Rocha,-34.4833,-54.3333,53.89,87,52,2.91,UY,1684189562
401,Luwingu,-10.2621,29.9271,64.76,70,89,4.18,ZM,1684189562
402,South Bend,41.6834,-86.25,73.89,35,0,11.5,US,1684189529
403,Sauðarkrokur,65.7461,-19.6394,25.45,78,51,2.91,IS,1684189562
404,Les Cayes,18.2,-73.75,82.63,72,48,9.08,HT,1684189563
405,Labytnangi,66.6572,66.4183,26.76,84,21,11.68,RU,1684189563
406,Fécamp,49.7579,0.3746,47.91,88,53,9.69,FR,1684189563
407,Workington,54.6425,-3.5441,48.0,79,6,10.33,GB,1684189563
408,Grantsville,40.5999,-112.4644,82.11,32,40,10.36,US,1684189563
409,Killarney,52.05,-9.5167,42.85,92,62,2.42,IE,1684189564
410,Yuci,37.6803,112.7319,60.55,59,0,0.0,CN,1684189564
411,Shilka,51.85,116.0333,37.96,26,34,3.96,RU,1684189564
412,Kuressaare,58.2481,22.5039,58.95,77,100,3.44,EE,1684189564
413,Chaohu,31.6,117.8667,71.53,66,100,5.35,CN,1684189564
414,Galle,6.0367,80.217,82.17,89,100,11.97,LK,1684189565
415,Luwuk,-0.9516,122.7875,76.82,89,69,3.27,ID,1684189565
416,Arteche,12.2645,125.4048,77.22,91,27,2.8,PH,1684189565
417,Cape Town,-33.9258,18.4232,59.92,77,0,12.66,ZA,1684189565
418,Joshīmath,30.5667,79.5667,53.69,46,0,8.5,IN,1684189566
419,Kichmengskiy Gorodok,59.9816,45.7854,48.18,69,93,2.53,RU,1684189566
420,Wenchang,30.904,118.4887,70.11,66,100,4.68,CN,1684189566
421,La Passe,45.5549,-0.8967,55.63,94,100,13.51,FR,1684189323
422,Lupane,-18.9315,27.807,62.73,49,67,5.48,ZW,1684189566
423,Goianira,-16.4961,-49.4264,73.22,74,0,4.47,BR,1684189567
424,Detroit Lakes,46.8172,-95.8453,80.15,26,0,9.22,US,1684189441
425,Vernon,50.2581,-119.2691,90.93,22,0,2.3,CA,1684189522
426,Tralee,52.2704,-9.7026,44.62,88,34,3.42,IE,1684189567
427,Champasak,14.75,106.0,72.41,98,61,1.5,LA,1684189567
428,İnebolu,41.9747,33.7608,58.95,68,100,3.67,TR,1684189568
429,Ostroh,50.3294,26.5143,57.65,62,100,12.57,UA,1684189568
430,Marabu,4.4148,114.0089,77.14,94,40,2.3,MY,1684189568
431,Arkhangelsk,64.5401,40.5433,54.03,63,56,4.36,RU,1684189568
432,Ust'-Ordynskiy,52.805,104.7508,34.86,59,100,4.14,RU,1684189569
433,East Ballina,-28.8667,153.5833,61.81,95,100,20.92,AU,1684189569
434,Aktau,43.65,51.2,55.98,76,100,13.24,KZ,1684189569
435,Oodweyne,9.4092,45.064,76.32,66,41,10.63,SO,1684189569
436,Nogliki,51.8333,143.1667,42.49,89,87,16.17,RU,1684189570
437,Oltinkul,40.8011,72.1634,71.62,36,14,6.13,UZ,1684189570
438,Midleton,51.9153,-8.1805,49.78,85,65,9.6,IE,1684189570
439,Kerikeri,-35.2268,173.9474,60.91,94,24,1.01,NZ,1684189570
440,La Huacana,18.9667,-101.8167,99.41,16,0,5.64,MX,1684189570
441,Ak-Dovurak,51.1833,90.6,37.54,61,20,1.83,RU,1684189571
442,Kruisfontein,-34.0033,24.7314,48.88,85,6,3.33,ZA,1684189571
443,Vera Cruz,-12.6333,-41.0333,72.97,81,84,4.92,BR,1684189560
444,Al Ḩāmūl,31.3115,31.1477,65.91,83,4,6.6,EG,1684189571
445,Leer,53.2316,7.461,49.98,95,100,13.94,DE,1684189572
446,Jinchang,38.4953,102.1739,64.4,34,95,13.89,CN,1684189572
447,Raton,36.9034,-104.4391,66.81,34,100,6.91,US,1684189572
448,La Santisima Trinidad,-14.8333,-64.9,85.98,62,20,2.3,BO,1684189572
449,Paradip,20.3167,86.6167,83.26,91,60,9.84,IN,1684189573
450,Thinadhoo,0.5333,72.9333,82.78,82,100,16.24,MV,1684189573
451,Es Castell,39.8795,4.2854,59.68,88,0,5.75,ES,1684189573
452,Nizhneudinsk,54.9076,99.0276,37.6,71,100,2.68,RU,1684189573
453,Paita,-5.0892,-81.1144,78.58,72,86,14.63,PE,1684189358
454,Harstad,68.799,16.5293,45.79,97,99,17.0,NO,1684189573
455,Fort Bragg,35.139,-79.006,81.95,32,75,5.75,US,1684189366
456,Novy Urengoy,66.0833,76.6333,25.41,94,91,14.07,RU,1684189574
457,Atafu Village,-8.5421,-172.5159,82.92,78,77,7.23,TK,1684189003
458,Umm Kaddadah,13.6017,26.6876,85.42,10,1,9.69,SD,1684189574
459,Karratha,-20.7377,116.8463,67.33,34,19,8.61,AU,1684189574
460,Kuraymah,18.55,31.85,83.55,9,1,10.47,SD,1684189437
461,Makīnsk,52.6292,70.4169,47.93,58,0,4.81,KZ,1684189575
462,Xinzhou,38.4092,112.7333,67.21,36,6,1.9,CN,1684189575
463,Noumea,-22.2763,166.4572,77.0,99,79,14.12,NC,1684189420
464,Krasnyy Chikoy,50.3643,108.7512,28.53,72,90,2.46,RU,1684189576
465,Songea,-10.6833,35.65,62.92,88,66,0.51,TZ,1684189576
466,Shimonoseki,33.95,130.95,69.3,88,20,5.75,JP,1684189576
467,Sudak,44.85,34.9667,59.38,63,73,3.49,UA,1684189576
468,Tarazona de la Mancha,39.2123,-1.9491,60.62,54,14,12.64,ES,1684189576
469,Lā‘ie,21.6477,-157.9253,82.36,61,28,10.02,US,1684189577
470,Châtillon-sur-Seine,47.8585,4.5738,51.85,93,98,11.45,FR,1684189577
471,Stralsund,54.3091,13.0818,54.01,87,17,3.06,DE,1684189577
472,Balqash,46.8481,74.995,54.54,37,55,15.93,KZ,1684189577
473,Xigazê,29.25,88.8833,43.25,46,71,2.93,CN,1684189577
474,Snyder,32.7179,-100.9176,75.54,53,75,9.22,US,1684189578
475,Burutu,5.3509,5.5076,78.78,86,100,5.79,NG,1684189578
476,Zakamensk,50.3741,103.2863,27.55,97,99,2.75,RU,1684189578
477,Pangkalanbuun,-2.6833,111.6167,73.63,91,72,2.19,ID,1684189578
478,Lardjem,35.748,1.5481,56.84,53,2,2.1,DZ,1684189579
479,Akureyri,65.6835,-18.0878,31.93,59,75,5.75,IS,1684189579
480,Lodja,-3.4833,23.4333,73.63,82,32,2.28,CD,1684189584
481,Soyo,-6.1349,12.3689,78.17,91,87,6.8,AO,1684189584
482,Carloforte,39.145,8.3058,62.06,82,66,20.4,IT,1684189584
483,Ekpoma,6.7421,6.139,72.12,96,61,5.26,NG,1684189585
484,Alaghsas,17.0187,8.0168,95.45,18,98,8.93,NE,1684189585
485,Makoua,0.0069,15.6333,76.21,86,47,3.69,CG,1684189469
486,Bikenibeu Village,1.3673,173.1241,84.16,79,75,6.91,KI,1684189585
487,Sibirskoye,53.5777,83.7577,48.99,80,99,5.84,RU,1684189585
488,Nantucket,41.2835,-70.0995,64.45,65,0,20.71,US,1684189296
489,Aitape,-3.1374,142.3475,81.43,81,77,3.56,PG,1684189586
490,Zhumysker,49.3333,49.4,53.26,83,34,6.53,KZ,1684189586
491,Inírida,3.8653,-67.9239,78.71,95,86,2.24,CO,1684189586
492,Cherëmukhovo,60.3484,59.9851,44.37,77,46,4.36,RU,1684189586
493,Taroa,8.7058,171.2275,81.81,80,98,16.89,MH,1684189587
494,Kavieng,-2.5744,150.7967,84.02,76,19,3.78,PG,1684189587
495,San Antonio de Palé,-1.4014,5.6325,82.06,82,94,14.94,GQ,1684189097
496,Vila Franca do Campo,37.7167,-25.4333,64.81,79,31,3.4,PT,1684189587
497,Morondava,-20.2833,44.2833,73.15,80,0,6.15,MG,1684189587
498,Mālvan,16.0667,73.4667,83.53,76,95,8.97,IN,1684189588
499,Pervomayskoye,43.919,46.7102,55.71,82,84,11.83,RU,1684189588
500,Sur,22.5667,59.5289,90.16,53,0,15.59,OM,1684189588
501,La Carlota,10.4233,122.9208,80.15,80,60,3.36,PH,1684189588
502,Caleta de Carquín,-11.0925,-77.6267,72.63,75,37,9.44,PE,1684189457
503,Artigas,-30.4,-56.4667,63.12,77,0,2.95,UY,1684189589
504,Naze,28.3667,129.4833,68.92,72,99,1.1,JP,1684189589
505,Trincomalee,8.5711,81.2335,82.69,80,100,13.11,LK,1684189589
506,Sterling,39.0062,-77.4286,75.85,45,20,9.22,US,1684189309
507,Belyy Yar,53.6039,91.3903,46.29,53,0,4.47,RU,1684189590
508,Bowen,-20.0167,148.2333,72.66,74,61,7.43,AU,1684189590
509,Dapa,9.7594,126.0531,81.72,78,62,2.73,PH,1684189590
510,Fruita,39.1589,-108.729,81.75,33,0,11.5,US,1684189552
511,Monrovia,6.3005,-10.7969,78.57,93,100,8.66,LR,1684189590
512,Fuling,29.7022,107.3919,65.75,94,100,2.1,CN,1684189591
513,Yerofey Pavlovich,53.9667,121.9667,34.79,81,75,6.06,RU,1684189591
514,Kenai,60.5544,-151.2583,59.09,50,40,8.05,US,1684189591
515,Distrikt Brokopondo,4.75,-55.1667,79.36,88,88,9.22,SR,1684189591
516,Baie-Comeau,49.2168,-68.1489,53.28,87,100,3.44,CA,1684189592
517,Palekh,56.8028,41.8572,47.57,69,77,1.23,RU,1684189592
518,Sarangani,5.4033,125.4636,83.61,72,12,5.19,PH,1684189592
519,Castillos,-34.1667,-53.8333,56.17,83,59,5.5,UY,1684189592
520,Castaños,26.7833,-101.4167,78.35,53,77,6.62,MX,1684189592
521,Canmore,51.0834,-115.3521,82.51,17,1,6.91,CA,1684189395
522,Los Alamos,35.8881,-106.307,69.3,42,100,6.91,US,1684189593
523,Taroudant,30.4703,-8.877,64.33,61,0,0.87,MA,1684189456
524,Rakvere,59.3464,26.3558,56.37,63,98,8.9,EE,1684189593
525,Guatraché,-37.6678,-63.5302,69.48,41,33,9.95,AR,1684189593
526,Lukolela,-1.0605,17.1821,73.6,93,99,3.13,CD,1684189594
527,Rancho Palos Verdes,33.7445,-118.387,79.41,85,100,11.5,US,1684189445
528,Trakai,54.6333,24.9333,59.09,82,100,13.6,LT,1684189594
529,Meadow Lakes,61.6247,-149.6011,58.41,33,0,5.75,US,1684189594
530,Hoquiam,46.9809,-123.8893,77.85,81,75,19.57,US,1684189594
531,Kazygurt,41.7589,69.3864,69.76,37,92,4.74,KZ,1684189595
532,Leeton,-34.5667,146.4,52.09,64,0,1.25,AU,1684189595
533,Sinop Province,41.7711,34.8709,51.87,79,60,7.83,TR,1684189595
534,George,-33.963,22.4617,47.75,100,7,3.44,ZA,1684189575
535,Llallagua,-18.4167,-66.6333,49.73,40,65,2.66,BO,1684189595
536,São José da Coroa Grande,-8.8978,-35.1478,78.22,82,72,6.6,BR,1684189596
537,Kharsāwān,22.8,85.8333,83.77,61,55,5.1,IN,1684189596
538,Yuzhno-Kurilsk,44.0306,145.8556,43.92,95,99,5.19,RU,1684189596
539,Oberá,-27.4871,-55.1199,61.03,70,0,1.72,AR,1684189596
540,Dwārka,22.2394,68.9678,82.4,88,11,16.53,IN,1684189596
541,Mingoyo,-10.1,39.6333,71.49,98,19,3.27,TZ,1684189597
542,Kaga-Bandoro,6.9896,19.1874,79.43,59,62,4.14,CF,1684189597
543,Machico,32.7,-16.7667,69.01,78,75,18.41,PT,1684189597
544,Angra do Heroísmo,38.65,-27.2167,66.81,90,20,1.01,PT,1684189597
545,Bo`ka,40.8108,69.1986,74.48,31,100,4.03,UZ,1684189598
546,Sabang,5.8933,95.3214,83.12,75,95,14.99,ID,1684189598
547,Wakkanai,45.4094,141.6739,52.12,92,98,16.89,JP,1684189598
548,Itacaré,-14.2775,-38.9967,75.79,87,29,3.58,BR,1684189598
549,Paracatu,-17.2222,-46.8747,72.19,47,0,2.68,BR,1684189598
